userName;score;content;Layanan;Fitur;Kebermanfaatan;Bisnis;Non Aspek;jumlah_aspek_disebut;casefolded;cleaned;tokens;filtered;normalized;stemmed;final_text
Ismail;4;Bukalapak bagus, cuman sy agak jarang sih belanja disini, karena ongkirnya lumayan mahal buat ke kota saya... Beda dgn si hijau yg dpt diskon ongkir sampai 40 ribu.;0;1;0;-1;0;2;bukalapak bagus, cuman sy agak jarang sih belanja disini, karena ongkirnya lumayan mahal buat ke kota saya... beda dgn si hijau yg dpt diskon ongkir sampai 40 ribu.;bukalapak bagus cuman sy agak jarang sih belanja disini karena ongkirnya lumayan mahal buat ke kota saya beda dgn si hijau yg dpt diskon ongkir sampai ribu;['bukalapak', 'bagus', 'cuman', 'sy', 'agak', 'jarang', 'sih', 'belanja', 'disini', 'karena', 'ongkirnya', 'lumayan', 'mahal', 'buat', 'ke', 'kota', 'saya', 'beda', 'dgn', 'si', 'hijau', 'yg', 'dpt', 'diskon', 'ongkir', 'sampai', 'ribu'];['bukalapak', 'bagus', 'cuman', 'sy', 'jarang', 'sih', 'belanja', 'ongkirnya', 'lumayan', 'mahal', 'kota', 'beda', 'dgn', 'si', 'hijau', 'yg', 'dpt', 'diskon', 'ongkir', 'ribu'];['bukalapak', 'bagus', 'cuman', 'saya', 'jarang', 'sih', 'belanja', 'ongkirnya', 'lumayan', 'mahal', 'kota', 'beda', 'dengan', 'si', 'hijau', 'yg', 'dapat', 'diskon', 'ongkir', 'ribu'];['bukalapak', 'bagus', 'cuman', 'saya', 'jarang', 'sih', 'belanja', 'ongkirnya', 'lumayan', 'mahal', 'kota', 'beda', 'dengan', 'si', 'hijau', 'yg', 'dapat', 'diskon', 'ongkir', 'ribu'];bukalapak bagus cuman saya jarang sih belanja ongkirnya lumayan mahal kota beda dengan si hijau yg dapat diskon ongkir ribu
Adit Trisna Nurdiansyah;5;"Hallo Bukalapak. Saya Adit Trisna Nurdiansyah, telah membeli pelatihan by Ruang Guru di Bukalapak dgn judul materi ""Belajar Acting dan Berbicara di Depan Umum Untuk Menjadi Seorang Aktor"". Materi yg dijelaskan sangat membantu & mudah dipahami juga. Dan saya juga sudah menyelesaikan langkah²nya. Terimakasih Bukalapak sudah memberikan pelayanan yg baik..";1;0;1;0;0;2;"hallo bukalapak. saya adit trisna nurdiansyah, telah membeli pelatihan by ruang guru di bukalapak dgn judul materi ""belajar acting dan berbicara di depan umum untuk menjadi seorang aktor"". materi yg dijelaskan sangat membantu & mudah dipahami juga. dan saya juga sudah menyelesaikan langkah²nya. terimakasih bukalapak sudah memberikan pelayanan yg baik..";hallo bukalapak saya adit trisna nurdiansyah telah membeli pelatihan by ruang guru di bukalapak dgn judul materi belajar acting dan berbicara di depan umum untuk menjadi seorang aktor materi yg dijelaskan sangat membantu mudah dipahami juga dan saya juga sudah menyelesaikan langkah nya terimakasih bukalapak sudah memberikan pelayanan yg baik;['hallo', 'bukalapak', 'saya', 'adit', 'trisna', 'nurdiansyah', 'telah', 'membeli', 'pelatihan', 'by', 'ruang', 'guru', 'di', 'bukalapak', 'dgn', 'judul', 'materi', 'belajar', 'acting', 'dan', 'berbicara', 'di', 'depan', 'umum', 'untuk', 'menjadi', 'seorang', 'aktor', 'materi', 'yg', 'dijelaskan', 'sangat', 'membantu', 'mudah', 'dipahami', 'juga', 'dan', 'saya', 'juga', 'sudah', 'menyelesaikan', 'langkah', 'nya', 'terimakasih', 'bukalapak', 'sudah', 'memberikan', 'pelayanan', 'yg', 'baik'];['hallo', 'bukalapak', 'adit', 'trisna', 'nurdiansyah', 'membeli', 'pelatihan', 'by', 'ruang', 'guru', 'bukalapak', 'dgn', 'judul', 'materi', 'belajar', 'acting', 'berbicara', 'aktor', 'materi', 'yg', 'membantu', 'mudah', 'dipahami', 'menyelesaikan', 'langkah', 'nya', 'terimakasih', 'bukalapak', 'pelayanan', 'yg'];['hallo', 'bukalapak', 'adit', 'trisna', 'nurdiansyah', 'membeli', 'pelatihan', 'by', 'ruang', 'guru', 'bukalapak', 'dengan', 'judul', 'materi', 'belajar', 'acting', 'berbicara', 'aktor', 'materi', 'yg', 'membantu', 'mudah', 'dipahami', 'menyelesaikan', 'langkah', 'nya', 'terimakasih', 'bukalapak', 'pelayanan', 'yg'];['hallo', 'bukalapak', 'adit', 'trisna', 'nurdiansyah', 'beli', 'latih', 'by', 'ruang', 'guru', 'bukalapak', 'dengan', 'judul', 'materi', 'ajar', 'acting', 'bicara', 'aktor', 'materi', 'yg', 'bantu', 'mudah', 'paham', 'selesai', 'langkah', 'nya', 'terimakasih', 'bukalapak', 'layan', 'yg'];hallo bukalapak adit trisna nurdiansyah beli latih by ruang guru bukalapak dengan judul materi ajar acting bicara aktor materi yg bantu mudah paham selesai langkah nya terimakasih bukalapak layan yg
AriyantCepu langlangBuana;4;Aplikasi kurang bagus buat pelapak, tidak bisa edit varian sesuai kebutuhan yang dijual lewat android, dan tidak bisa edit PC melalui android. Giliran bisa ,hasilnya tidak bisa diedit lewat aplikasi;0;-1;0;0;0;1;aplikasi kurang bagus buat pelapak, tidak bisa edit varian sesuai kebutuhan yang dijual lewat android, dan tidak bisa edit pc melalui android. giliran bisa ,hasilnya tidak bisa diedit lewat aplikasi;aplikasi kurang bagus buat pelapak tidak bisa edit varian sesuai kebutuhan yang dijual lewat android dan tidak bisa edit pc melalui android giliran bisa hasilnya tidak bisa diedit lewat aplikasi;['aplikasi', 'kurang', 'bagus', 'buat', 'pelapak', 'tidak', 'bisa', 'edit', 'varian', 'sesuai', 'kebutuhan', 'yang', 'dijual', 'lewat', 'android', 'dan', 'tidak', 'bisa', 'edit', 'pc', 'melalui', 'android', 'giliran', 'bisa', 'hasilnya', 'tidak', 'bisa', 'diedit', 'lewat', 'aplikasi'];['aplikasi', 'bagus', 'pelapak', 'edit', 'varian', 'sesuai', 'kebutuhan', 'dijual', 'android', 'edit', 'pc', 'android', 'giliran', 'hasilnya', 'diedit', 'aplikasi'];['aplikasi', 'bagus', 'pelapak', 'edit', 'varian', 'sesuai', 'kebutuhan', 'dijual', 'android', 'edit', 'pc', 'android', 'giliran', 'hasilnya', 'diedit', 'aplikasi'];['aplikasi', 'bagus', 'lapak', 'edit', 'varian', 'sesuai', 'butuh', 'jual', 'android', 'edit', 'pc', 'android', 'gilir', 'hasil', 'edit', 'aplikasi'];aplikasi bagus lapak edit varian sesuai butuh jual android edit pc android gilir hasil edit aplikasi
Ahmad Joni;2;sampai sekarang belum bisa dilakukan transaksi, transaksi nya selalu di batalkan...jadi nya saya tambah begok tidak ada yg visa di bayarakan;-1;0;0;0;0;1;sampai sekarang belum bisa dilakukan transaksi, transaksi nya selalu di batalkan...jadi nya saya tambah begok tidak ada yg visa di bayarakan;sampai sekarang belum bisa dilakukan transaksi transaksi nya selalu di batalkan jadi nya saya tambah begok tidak ada yg visa di bayarakan;['sampai', 'sekarang', 'belum', 'bisa', 'dilakukan', 'transaksi', 'transaksi', 'nya', 'selalu', 'di', 'batalkan', 'jadi', 'nya', 'saya', 'tambah', 'begok', 'tidak', 'ada', 'yg', 'visa', 'di', 'bayarakan'];['transaksi', 'transaksi', 'nya', 'batalkan', 'nya', 'begok', 'yg', 'visa', 'bayarakan'];['transaksi', 'transaksi', 'nya', 'batalkan', 'nya', 'begok', 'yg', 'visa', 'bayarakan'];['transaksi', 'transaksi', 'nya', 'batal', 'nya', 'begok', 'yg', 'visa', 'bayarakan'];transaksi transaksi nya batal nya begok yg visa bayarakan
Ochid;4;aplikasinya bagus sih, buat beli2 produk virtual murah2 bgt, tp sayang kalau beli online ongkirnya masih mahal. game2nya seru dan bermanfaat, tp saran buat game nabung diskon barangnya kalau bisa jgn gede2, buat masyarakat kecil gk kuat beli.;0;1;1;-1;0;3;aplikasinya bagus sih, buat beli2 produk virtual murah2 bgt, tp sayang kalau beli online ongkirnya masih mahal. game2nya seru dan bermanfaat, tp saran buat game nabung diskon barangnya kalau bisa jgn gede2, buat masyarakat kecil gk kuat beli.;aplikasinya bagus sih buat beli produk virtual murah bgt tp sayang kalau beli online ongkirnya masih mahal gamenya seru dan bermanfaat tp saran buat game nabung diskon barangnya kalau bisa jgn gede buat masyarakat kecil gk kuat beli;['aplikasinya', 'bagus', 'sih', 'buat', 'beli', 'produk', 'virtual', 'murah', 'bgt', 'tp', 'sayang', 'kalau', 'beli', 'online', 'ongkirnya', 'masih', 'mahal', 'gamenya', 'seru', 'dan', 'bermanfaat', 'tp', 'saran', 'buat', 'game', 'nabung', 'diskon', 'barangnya', 'kalau', 'bisa', 'jgn', 'gede', 'buat', 'masyarakat', 'kecil', 'gk', 'kuat', 'beli'];['aplikasinya', 'bagus', 'sih', 'beli', 'produk', 'virtual', 'murah', 'bgt', 'tp', 'sayang', 'beli', 'online', 'ongkirnya', 'mahal', 'gamenya', 'seru', 'bermanfaat', 'tp', 'saran', 'game', 'nabung', 'diskon', 'barangnya', 'jgn', 'gede', 'masyarakat', 'gk', 'kuat', 'beli'];['aplikasinya', 'bagus', 'sih', 'beli', 'produk', 'virtual', 'murah', 'banget', 'tapi', 'sayang', 'beli', 'online', 'ongkirnya', 'mahal', 'gamenya', 'seru', 'bermanfaat', 'tapi', 'saran', 'game', 'nabung', 'diskon', 'barangnya', 'jgn', 'gede', 'masyarakat', 'tidak', 'kuat', 'beli'];['aplikasi', 'bagus', 'sih', 'beli', 'produk', 'virtual', 'murah', 'banget', 'tapi', 'sayang', 'beli', 'online', 'ongkirnya', 'mahal', 'gamenya', 'seru', 'manfaat', 'tapi', 'saran', 'game', 'nabung', 'diskon', 'barang', 'jgn', 'gede', 'masyarakat', 'tidak', 'kuat', 'beli'];aplikasi bagus sih beli produk virtual murah banget tapi sayang beli online ongkirnya mahal gamenya seru manfaat tapi saran game nabung diskon barang jgn gede masyarakat tidak kuat beli
Mansur Acuy;1;kecewa banget sama pengiriman buka express,katanya 3 hari sampai,ini 5 hari belum sampai juga,tidak bisa di pegang kata katanya;0;0;0;-1;0;1;kecewa banget sama pengiriman buka express,katanya 3 hari sampai,ini 5 hari belum sampai juga,tidak bisa di pegang kata katanya;kecewa banget sama pengiriman buka express katanya hari sampai ini hari belum sampai juga tidak bisa di pegang kata katanya;['kecewa', 'banget', 'sama', 'pengiriman', 'buka', 'express', 'katanya', 'hari', 'sampai', 'ini', 'hari', 'belum', 'sampai', 'juga', 'tidak', 'bisa', 'di', 'pegang', 'kata', 'katanya'];['kecewa', 'banget', 'pengiriman', 'buka', 'express', 'pegang'];['kecewa', 'banget', 'pengiriman', 'buka', 'express', 'pegang'];['kecewa', 'banget', 'kirim', 'buka', 'express', 'pegang'];kecewa banget kirim buka express pegang
Uus Elba;1;Pelayanan nya kurang baik. Saya komplain pembayaran yanh tidak di verifikasi. Saldo di link aja sudah terpotong. Setelah masuk ke bukalapak ternyata masih belum bayar. Lucu ya. Kembalikan uang saya. Merugikan konsumen.;-1;0;0;-1;0;2;pelayanan nya kurang baik. saya komplain pembayaran yanh tidak di verifikasi. saldo di link aja sudah terpotong. setelah masuk ke bukalapak ternyata masih belum bayar. lucu ya. kembalikan uang saya. merugikan konsumen.;pelayanan nya kurang baik saya komplain pembayaran yanh tidak di verifikasi saldo di link aja sudah terpotong setelah masuk ke bukalapak ternyata masih belum bayar lucu ya kembalikan uang saya merugikan konsumen;['pelayanan', 'nya', 'kurang', 'baik', 'saya', 'komplain', 'pembayaran', 'yanh', 'tidak', 'di', 'verifikasi', 'saldo', 'di', 'link', 'aja', 'sudah', 'terpotong', 'setelah', 'masuk', 'ke', 'bukalapak', 'ternyata', 'masih', 'belum', 'bayar', 'lucu', 'ya', 'kembalikan', 'uang', 'saya', 'merugikan', 'konsumen'];['pelayanan', 'nya', 'komplain', 'pembayaran', 'yanh', 'verifikasi', 'saldo', 'link', 'aja', 'terpotong', 'masuk', 'bukalapak', 'bayar', 'lucu', 'ya', 'kembalikan', 'uang', 'merugikan', 'konsumen'];['pelayanan', 'nya', 'komplain', 'pembayaran', 'yanh', 'verifikasi', 'saldo', 'link', 'saja', 'terpotong', 'masuk', 'bukalapak', 'bayar', 'lucu', 'ya', 'kembalikan', 'uang', 'merugikan', 'konsumen'];['layan', 'nya', 'komplain', 'bayar', 'yanh', 'verifikasi', 'saldo', 'link', 'saja', 'potong', 'masuk', 'bukalapak', 'bayar', 'lucu', 'ya', 'kembali', 'uang', 'rugi', 'konsumen'];layan nya komplain bayar yanh verifikasi saldo link saja potong masuk bukalapak bayar lucu ya kembali uang rugi konsumen
Tarmuzi Tahir;3;Buka lapak affiliate sign up tidak bisa dibuka, padahal mau daftar, Link affiliate program nya tolong di perbaiki agar saya bisa daftar. Saya ingin bergabung di affiliate program Bukalapak.;0;-1;0;0;0;1;buka lapak affiliate sign up tidak bisa dibuka, padahal mau daftar, link affiliate program nya tolong di perbaiki agar saya bisa daftar. saya ingin bergabung di affiliate program bukalapak.;buka lapak affiliate sign up tidak bisa dibuka padahal mau daftar link affiliate program nya tolong di perbaiki agar saya bisa daftar saya ingin bergabung di affiliate program bukalapak;['buka', 'lapak', 'affiliate', 'sign', 'up', 'tidak', 'bisa', 'dibuka', 'padahal', 'mau', 'daftar', 'link', 'affiliate', 'program', 'nya', 'tolong', 'di', 'perbaiki', 'agar', 'saya', 'bisa', 'daftar', 'saya', 'ingin', 'bergabung', 'di', 'affiliate', 'program', 'bukalapak'];['buka', 'lapak', 'affiliate', 'sign', 'up', 'dibuka', 'daftar', 'link', 'affiliate', 'program', 'nya', 'tolong', 'perbaiki', 'daftar', 'bergabung', 'affiliate', 'program', 'bukalapak'];['buka', 'lapak', 'affiliate', 'sign', 'up', 'dibuka', 'daftar', 'link', 'affiliate', 'program', 'nya', 'tolong', 'perbaiki', 'daftar', 'bergabung', 'affiliate', 'program', 'bukalapak'];['buka', 'lapak', 'affiliate', 'sign', 'up', 'buka', 'daftar', 'link', 'affiliate', 'program', 'nya', 'tolong', 'baik', 'daftar', 'gabung', 'affiliate', 'program', 'bukalapak'];buka lapak affiliate sign up buka daftar link affiliate program nya tolong baik daftar gabung affiliate program bukalapak
Nyayu Marwiyah;5;Aplikasi buka lapak memang bagus, pelatihan prakerja nya di Bukalapak juga bagus apa lagi pelatihan menerapkan teknik tata rias untuk menjadi penata rias;0;1;1;0;0;2;aplikasi buka lapak memang bagus, pelatihan prakerja nya di bukalapak juga bagus apa lagi pelatihan menerapkan teknik tata rias untuk menjadi penata rias;aplikasi buka lapak memang bagus pelatihan prakerja nya di bukalapak juga bagus apa lagi pelatihan menerapkan teknik tata rias untuk menjadi penata rias;['aplikasi', 'buka', 'lapak', 'memang', 'bagus', 'pelatihan', 'prakerja', 'nya', 'di', 'bukalapak', 'juga', 'bagus', 'apa', 'lagi', 'pelatihan', 'menerapkan', 'teknik', 'tata', 'rias', 'untuk', 'menjadi', 'penata', 'rias'];['aplikasi', 'buka', 'lapak', 'bagus', 'pelatihan', 'prakerja', 'nya', 'bukalapak', 'bagus', 'pelatihan', 'menerapkan', 'teknik', 'tata', 'rias', 'penata', 'rias'];['aplikasi', 'buka', 'lapak', 'bagus', 'pelatihan', 'prakerja', 'nya', 'bukalapak', 'bagus', 'pelatihan', 'menerapkan', 'teknik', 'tata', 'rias', 'penata', 'rias'];['aplikasi', 'buka', 'lapak', 'bagus', 'latih', 'prakerja', 'nya', 'bukalapak', 'bagus', 'latih', 'terap', 'teknik', 'tata', 'rias', 'tata', 'rias'];aplikasi buka lapak bagus latih prakerja nya bukalapak bagus latih terap teknik tata rias tata rias
Jismin Waruwu;1;Belanja di bukalapak bikin rugi. Saya pesan switch stater motor Scoopy THN 2021. Tp penjual GK bisa ngirim barang dlm waktu yg ditentukan. Katanya dana dikembalikan. Kok danannya blm ada masuk. Bukalapak ini gk merespon lg. Saya sumpahin pokoknya uang saya saya gk ikhlas dunia akhirat klo gk dikembalikan.;-1;0;0;-1;0;2;belanja di bukalapak bikin rugi. saya pesan switch stater motor scoopy thn 2021. tp penjual gk bisa ngirim barang dlm waktu yg ditentukan. katanya dana dikembalikan. kok danannya blm ada masuk. bukalapak ini gk merespon lg. saya sumpahin pokoknya uang saya saya gk ikhlas dunia akhirat klo gk dikembalikan.;belanja di bukalapak bikin rugi saya pesan switch stater motor scoopy thn tp penjual gk bisa ngirim barang dlm waktu yg ditentukan katanya dana dikembalikan kok danannya blm ada masuk bukalapak ini gk merespon lg saya sumpahin pokoknya uang saya saya gk ikhlas dunia akhirat klo gk dikembalikan;['belanja', 'di', 'bukalapak', 'bikin', 'rugi', 'saya', 'pesan', 'switch', 'stater', 'motor', 'scoopy', 'thn', 'tp', 'penjual', 'gk', 'bisa', 'ngirim', 'barang', 'dlm', 'waktu', 'yg', 'ditentukan', 'katanya', 'dana', 'dikembalikan', 'kok', 'danannya', 'blm', 'ada', 'masuk', 'bukalapak', 'ini', 'gk', 'merespon', 'lg', 'saya', 'sumpahin', 'pokoknya', 'uang', 'saya', 'saya', 'gk', 'ikhlas', 'dunia', 'akhirat', 'klo', 'gk', 'dikembalikan'];['belanja', 'bukalapak', 'bikin', 'rugi', 'pesan', 'switch', 'stater', 'motor', 'scoopy', 'thn', 'tp', 'penjual', 'gk', 'ngirim', 'barang', 'dlm', 'yg', 'ditentukan', 'dana', 'dikembalikan', 'danannya', 'blm', 'masuk', 'bukalapak', 'gk', 'merespon', 'lg', 'sumpahin', 'pokoknya', 'uang', 'gk', 'ikhlas', 'dunia', 'akhirat', 'klo', 'gk', 'dikembalikan'];['belanja', 'bukalapak', 'membuat', 'rugi', 'pesan', 'switch', 'stater', 'motor', 'scoopy', 'thn', 'tapi', 'penjual', 'tidak', 'mengirim', 'barang', 'dlm', 'yg', 'ditentukan', 'dana', 'dikembalikan', 'danannya', 'belum', 'masuk', 'bukalapak', 'tidak', 'merespon', 'lagi', 'sumpahin', 'pokoknya', 'uang', 'tidak', 'ikhlas', 'dunia', 'akhirat', 'klo', 'tidak', 'dikembalikan'];['belanja', 'bukalapak', 'buat', 'rugi', 'pesan', 'switch', 'stater', 'motor', 'scoopy', 'thn', 'tapi', 'jual', 'tidak', 'kirim', 'barang', 'dlm', 'yg', 'tentu', 'dana', 'kembali', 'dan', 'belum', 'masuk', 'bukalapak', 'tidak', 'merespon', 'lagi', 'sumpahin', 'pokok', 'uang', 'tidak', 'ikhlas', 'dunia', 'akhirat', 'klo', 'tidak', 'kembali'];belanja bukalapak buat rugi pesan switch stater motor scoopy thn tapi jual tidak kirim barang dlm yg tentu dana kembali dan belum masuk bukalapak tidak merespon lagi sumpahin pokok uang tidak ikhlas dunia akhirat klo tidak kembali
samsudin Dewi;5;Aplikasi Bukalapak adalah aplikasi yang sangat bermanfaat, memiliki produk-produk yang bagus dan berkualitas, selain itu bekerja sama dengan Prakerja dimana sangat-sangat bermanfaat sekali.. Terima kasih Bukalapak.. Sukses selalu..;0;0;1;1;0;2;aplikasi bukalapak adalah aplikasi yang sangat bermanfaat, memiliki produk-produk yang bagus dan berkualitas, selain itu bekerja sama dengan prakerja dimana sangat-sangat bermanfaat sekali.. terima kasih bukalapak.. sukses selalu..;aplikasi bukalapak adalah aplikasi yang sangat bermanfaat memiliki produk produk yang bagus dan berkualitas selain itu bekerja sama dengan prakerja dimana sangat sangat bermanfaat sekali terima kasih bukalapak sukses selalu;['aplikasi', 'bukalapak', 'adalah', 'aplikasi', 'yang', 'sangat', 'bermanfaat', 'memiliki', 'produk', 'produk', 'yang', 'bagus', 'dan', 'berkualitas', 'selain', 'itu', 'bekerja', 'sama', 'dengan', 'prakerja', 'dimana', 'sangat', 'sangat', 'bermanfaat', 'sekali', 'terima', 'kasih', 'bukalapak', 'sukses', 'selalu'];['aplikasi', 'bukalapak', 'aplikasi', 'bermanfaat', 'memiliki', 'produk', 'produk', 'bagus', 'berkualitas', 'prakerja', 'dimana', 'bermanfaat', 'terima', 'kasih', 'bukalapak', 'sukses'];['aplikasi', 'bukalapak', 'aplikasi', 'bermanfaat', 'memiliki', 'produk', 'produk', 'bagus', 'berkualitas', 'prakerja', 'dimana', 'bermanfaat', 'terima', 'kasih', 'bukalapak', 'sukses'];['aplikasi', 'bukalapak', 'aplikasi', 'manfaat', 'milik', 'produk', 'produk', 'bagus', 'kualitas', 'prakerja', 'mana', 'manfaat', 'terima', 'kasih', 'bukalapak', 'sukses'];aplikasi bukalapak aplikasi manfaat milik produk produk bagus kualitas prakerja mana manfaat terima kasih bukalapak sukses
ade tionugras;5;Mantap pengajuan paylater ga makan waktu 30 menit langsung approve, cuma ga tau neh untuk masalah komplen nanti akan cepat juga atau lama;1;0;0;0;0;1;mantap pengajuan paylater ga makan waktu 30 menit langsung approve, cuma ga tau neh untuk masalah komplen nanti akan cepat juga atau lama;mantap pengajuan paylater ga makan waktu menit langsung approve cuma ga tau neh untuk masalah komplen nanti akan cepat juga atau lama;['mantap', 'pengajuan', 'paylater', 'ga', 'makan', 'waktu', 'menit', 'langsung', 'approve', 'cuma', 'ga', 'tau', 'neh', 'untuk', 'masalah', 'komplen', 'nanti', 'akan', 'cepat', 'juga', 'atau', 'lama'];['mantap', 'pengajuan', 'paylater', 'ga', 'makan', 'menit', 'langsung', 'approve', 'ga', 'tau', 'neh', 'komplen', 'cepat'];['mantap', 'pengajuan', 'paylater', 'tidak', 'makan', 'menit', 'langsung', 'approve', 'tidak', 'tau', 'neh', 'komplen', 'cepat'];['mantap', 'aju', 'paylater', 'tidak', 'makan', 'menit', 'langsung', 'approve', 'tidak', 'tau', 'neh', 'komplen', 'cepat'];mantap aju paylater tidak makan menit langsung approve tidak tau neh komplen cepat
Tetek Bengek Yt;1;"1. Kebanyakan POPUP, begitu buka aplikasi, kita terganggu berbagai popup iklan ini itu yg bikin buang2 waktu. SPAM. 2. Setelah kita buka2 produk jualan, saat kita tutup aplikasi lantas muncul NOTIFIKASI misal ""MASAK GAK DIMASUKIN KERANJANG,..."".. bagus untuk para seller jika kita calon pembeli.. tetapi APLIKASInya MASIH BODOH jika kita SELLERNYA yg buka daftar produk2 kita sendiri untuk analisa data2nya dan lantas kita dibanjiri NOTIF UNTUK MASUKKAN KRANJANG DAGANGAN KITA SENDIRI.";0;-1;0;0;0;1;"1. kebanyakan popup, begitu buka aplikasi, kita terganggu berbagai popup iklan ini itu yg bikin buang2 waktu. spam. 2. setelah kita buka2 produk jualan, saat kita tutup aplikasi lantas muncul notifikasi misal ""masak gak dimasukin keranjang,..."".. bagus untuk para seller jika kita calon pembeli.. tetapi aplikasinya masih bodoh jika kita sellernya yg buka daftar produk2 kita sendiri untuk analisa data2nya dan lantas kita dibanjiri notif untuk masukkan kranjang dagangan kita sendiri.";kebanyakan popup begitu buka aplikasi kita terganggu berbagai popup iklan ini itu yg bikin buang waktu spam setelah kita buka produk jualan saat kita tutup aplikasi lantas muncul notifikasi misal masak gak dimasukin keranjang bagus untuk para seller jika kita calon pembeli tetapi aplikasinya masih bodoh jika kita sellernya yg buka daftar produk kita sendiri untuk analisa datanya dan lantas kita dibanjiri notif untuk masukkan kranjang dagangan kita sendiri;['kebanyakan', 'popup', 'begitu', 'buka', 'aplikasi', 'kita', 'terganggu', 'berbagai', 'popup', 'iklan', 'ini', 'itu', 'yg', 'bikin', 'buang', 'waktu', 'spam', 'setelah', 'kita', 'buka', 'produk', 'jualan', 'saat', 'kita', 'tutup', 'aplikasi', 'lantas', 'muncul', 'notifikasi', 'misal', 'masak', 'gak', 'dimasukin', 'keranjang', 'bagus', 'untuk', 'para', 'seller', 'jika', 'kita', 'calon', 'pembeli', 'tetapi', 'aplikasinya', 'masih', 'bodoh', 'jika', 'kita', 'sellernya', 'yg', 'buka', 'daftar', 'produk', 'kita', 'sendiri', 'untuk', 'analisa', 'datanya', 'dan', 'lantas', 'kita', 'dibanjiri', 'notif', 'untuk', 'masukkan', 'kranjang', 'dagangan', 'kita', 'sendiri'];['kebanyakan', 'popup', 'buka', 'aplikasi', 'terganggu', 'popup', 'iklan', 'yg', 'bikin', 'buang', 'spam', 'buka', 'produk', 'jualan', 'tutup', 'aplikasi', 'lantas', 'muncul', 'notifikasi', 'masak', 'gak', 'dimasukin', 'keranjang', 'bagus', 'seller', 'calon', 'pembeli', 'aplikasinya', 'bodoh', 'sellernya', 'yg', 'buka', 'daftar', 'produk', 'analisa', 'datanya', 'lantas', 'dibanjiri', 'notif', 'masukkan', 'kranjang', 'dagangan'];['kebanyakan', 'popup', 'buka', 'aplikasi', 'terganggu', 'popup', 'iklan', 'yg', 'membuat', 'buang', 'spam', 'buka', 'produk', 'jualan', 'tutup', 'aplikasi', 'lantas', 'muncul', 'notifikasi', 'masak', 'gak', 'dimasukin', 'keranjang', 'bagus', 'seller', 'calon', 'pembeli', 'aplikasinya', 'bodoh', 'sellernya', 'yg', 'buka', 'daftar', 'produk', 'analisa', 'datanya', 'lantas', 'dibanjiri', 'notif', 'masukkan', 'kranjang', 'dagangan'];['banyak', 'popup', 'buka', 'aplikasi', 'ganggu', 'popup', 'iklan', 'yg', 'buat', 'buang', 'spam', 'buka', 'produk', 'jual', 'tutup', 'aplikasi', 'lantas', 'muncul', 'notifikasi', 'masak', 'gak', 'dimasukin', 'keranjang', 'bagus', 'seller', 'calon', 'beli', 'aplikasi', 'bodoh', 'sellernya', 'yg', 'buka', 'daftar', 'produk', 'analisa', 'data', 'lantas', 'banjir', 'notif', 'masuk', 'kranjang', 'dagang'];banyak popup buka aplikasi ganggu popup iklan yg buat buang spam buka produk jual tutup aplikasi lantas muncul notifikasi masak gak dimasukin keranjang bagus seller calon beli aplikasi bodoh sellernya yg buka daftar produk analisa data lantas banjir notif masuk kranjang dagang
